English,Kiswahili,Domain
"This innovation empowers national meteorological services to produce accurate, timely forecasts using only a personal computer—eliminating the need for costly supercomputers and unlocking new potential for anticipatory action in climate-vulnerable regions.","Ubunifu huu huwezesha huduma za kitaifa za hali ya hewa kutoa utabiri sahihi, kwa wakati ufaao kwa kutumia kompyuta ya kibinafsi pekee—kuondoa hitaji la kompyuta kubwa za gharama kubwa na kufungua uwezekano mpya wa hatua za kutazamia katika maeneo yenye mazingira magumu ya hali ya hewa.",Disaster/Health
UNAIDS uses ‘cost of inaction’ as an indicator of the negative impact on the lives of people and communities of not investing resources to end AIDS.,UNAIDS inatumia ‘gharama ya kutochukua hatua’ kama kiashirio cha athari mbaya kwa maisha ya watu na jamii ya kutowekeza rasilimali kukomesha UKIMWI.,Disaster/Health
This issue is particularly significant with regard to the provision of HIV and sexual and reproductive health and rights (SRHR) for young people in eastern and southern Africa.,Suala hili ni muhimu hasa kuhusiana na utoaji wa VVU na afya ya ngono na uzazi na haki (SRHR) kwa vijana mashariki na kusini mwa Afrika.,Health
The cost of inaction for young people is especially significant as the impact extends through most of their life.,Gharama ya kutochukua hatua kwa vijana ni muhimu sana kwani athari huenea katika sehemu kubwa ya maisha yao.,Disaster/Health
"This report explores the costs of inaction in not realising the HIV and SRHR needs of young people in Kenya, Rwanda and Uganda, focusing on costs related to: 1) adolescent pregnancies, 2) HIV acquisition and 3) gender-based violation.","Ripoti hii inachunguza gharama za kutochukua hatua katika kutotambua mahitaji ya VVU na SRHR ya vijana nchini Kenya, Rwanda na Uganda, ikizingatia gharama zinazohusiana na: 1) mimba za utotoni, 2) kupata VVU na 3) ukiukaji wa kijinsia.",Health
"Using a cost of inaction approach, this report calculates the annual current cost of the inadequate provision of HIV and SRHR services to young people aged 15–24 years old in the three countries.","Kwa kutumia mbinu ya gharama ya kutochukua hatua, ripoti hii inakokotoa gharama ya sasa ya kila mwaka ya utoaji duni wa huduma za VVU na SRHR kwa vijana wenye umri wa miaka 15-24 katika nchi hizo tatu.",Health
This provides a foundation for alternative policies to be costed to address these gaps and a true cost–benefit analysis to be conducted.,Hili linatoa msingi kwa sera mbadala kugharamiwa kushughulikia mapengo haya na uchanganuzi wa kweli wa gharama na manufaa utakaofanywa.,Disaster/Health
"NAIROBI, Kenya— Kenya is entering a decisive moment in its response to forced displacement.","NAIROBI, Kenya- Kenya inaingia katika wakati madhubuti katika kukabiliana na kulazimishwa kuhama makazi yao.",Disaster/Health
"As the country shifts from an encampment-based model toward integrated settlements under the Shirika Plan, new evidence points to a central risk:without jobs, the current drop in aid is translating into deeper poverty rather than self‑reliance for both host communities and refugees.","Wakati nchi inapohama kutoka katika mfumo wa msingi wa kambi kuelekea kwenye makazi jumuishi chini ya Mpango wa Shiŕika, ushahidi mpya unaonyesha hatari kuu: bila kazi, kushuka kwa sasa kwa misaada kunasababisha umaskini mkubwa badala ya kujitegemea kwa jumuiya zinazowapokea na wakimbizi.",Disaster/Health
"A recent studyproduced through a collaboration between the World Bank, UNHCR, and the Center for Effective Global Action draws on two waves of a panel survey conducted between 2022 and 2024.","Utafiti wa hivi majuzi uliotolewa kupitia ushirikiano kati ya Benki ya Dunia, UNHCR, na Kituo cha Matendo Mazuri ya Ulimwenguni unategemea mawimbi mawili ya uchunguzi wa jopo uliofanywa kati ya 2022 na 2024.",Disaster/Health
"By following the same refugee and host households over time, the study provides rare insight into how welfare and coping strategies are evolving as humanitarian aid tightens, shocks intensify, and local economies come under strain.","Kwa kufuata wakimbizi na kaya zinazowahifadhi kwa muda, utafiti unatoa mwangaza adimu wa jinsi mikakati ya ustawi na kukabiliana na hali inavyoendelea huku misaada ya kibinadamu inavyozidi kuwa ngumu, mishtuko inazidi, na uchumi wa ndani unakabiliwa na matatizo.",Disaster/Health
"As global aid budgets shrink, refugees and host communities are increasingly competing in the same thin markets and relying on the same under‑resourced schools, clinics, roads, and water systems, raising the stakes for local livelihoods.","Kadiri bajeti za misaada ya kimataifa zinavyopungua, wakimbizi na jumuiya zinazowapokea wanazidi kushindana katika masoko nyembamba sawa na kutegemea shule zisizo na rasilimali, zahanati, barabara na mifumo ya maji, hivyo basi kuinua hali ya maisha ya wenyeji.",Health
"Forced displacement is both a humanitarian issue and, increasingly, a challenge for jobs and development, with direct implications for poverty reduction, local economic stability, and social cohesion.","Uhamisho wa kulazimishwa ni suala la kibinadamu na, inazidi kuwa changamoto kwa kazi na maendeleo, yenye athari za moja kwa moja katika kupunguza umaskini, utulivu wa kiuchumi wa ndani, na uwiano wa kijamii.",Disaster/Health
"Because the surveys predate the deepest aid cuts observed since late 2024, conditions today are likely even more severe.","Kwa sababu tafiti zilitangulia upunguzaji mkubwa wa misaada ulioonekana tangu mwishoni mwa 2024, hali leo huenda ni mbaya zaidi.",Agriculture
"Poverty and deprivation remain widespread among both host communities and refugees, with little improvement over time.","Umaskini na kunyimwa bado kumeenea miongoni mwa jumuiya zinazowapokea na wakimbizi, na uboreshaji mdogo kadri muda unavyopita.",Disaster/Health
"More than four out of five refugees in Kakuma, Kalobeyei, and Dadaab are multidimensionally poor, experiencing overlapping deprivations in education, employment, housing, water, and nutrition.","Zaidi ya wakimbizi wanne kati ya watano huko Kakuma, Kalobeyei, na Dadaab ni masikini wa pande nyingi, wanakabiliwa na kunyimwa kwa elimu, ajira, makazi, maji na lishe.",Health
"Host communities, particularly in Turkana, face similar hardship, reflecting longstanding development gaps.","Jumuiya mwenyeji, haswa Turkana, zinakabiliwa na ugumu kama huo, unaoonyesha mapungufu ya muda mrefu ya maendeleo.",Disaster/Health
"Between survey waves, the median value of aid received by refugee households fell following repeated ration cuts and the suspension of voucher systems.","Kati ya mawimbi ya uchunguzi, thamani ya wastani ya misaada iliyopokelewa na kaya za wakimbizi ilishuka kufuatia kupunguzwa kwa mgao mara kwa mara na kusimamishwa kwa mifumo ya vocha.",Disaster/Health
"Because aid still accounted for about three quarters of total revenue for camp‑based refugees in 2024, these cuts translated directly into falling household incomes and weaker demand in local camp economies, squeezing host community livelihoods tied to trade, services, and casual work.","Kwa sababu misaada bado ilichangia takriban robo tatu ya mapato ya jumla ya wakimbizi waliokaa kambini mwaka wa 2024, upunguzaji huu ulitafsiri moja kwa moja katika kupungua kwa mapato ya kaya na mahitaji duni katika uchumi wa kambi za ndani, kubana riziki za jamii zinazohusishwa na biashara, huduma, na kazi za kawaida.",Disaster/Health
"This is most evident in Kalobeyei, where monetary poverty rose markedly between survey waves.","Hili linadhihirika zaidi Kalobeyei, ambako umaskini wa kifedha uliongezeka sana kati ya mawimbi ya utafiti.",Disaster/Health
Refugee labor markets deteriorated sharply amid already weak host employment conditions.,Masoko ya ajira ya wakimbizi yalizorota kwa kasi huku kukiwa na hali dhaifu ya ajira ya wenyeji.,Disaster/Health
"Refugee employment halved between survey waves, falling from 13% to 7% in camps and from 50% to 37% in urban areas.","Ajira kwa wakimbizi ilipungua kwa nusu kati ya mawimbi ya utafiti, ikishuka kutoka 13% hadi 7% katika kambi na kutoka 50% hadi 37% katika maeneo ya mijini.",Disaster/Health
"Inactivity among camp‑based refugees rose to 89%, reflecting limited job opportunities rather than unwillingness to work, with 64% citing a lack of available jobs, up from 41%.","Ukosefu wa shughuli miongoni mwa wakimbizi walio katika kambi uliongezeka hadi 89%, ikionyesha nafasi finyu za kazi badala ya kutokuwa tayari kufanya kazi, huku 64% wakitaja ukosefu wa kazi zilizopo, kutoka 41%.",Disaster/Health
"Host employment changed little but remained low, especially in camp‑adjacent areas where employment edged down from 35% to 33% and inactivity rose to 63%.","Ajira ya wakaribishaji ilibadilika kidogo lakini ilibaki chini, haswa katika maeneo ya karibu na kambi ambapo ajira ilipungua kutoka 35% hadi 33% na kutofanya kazi kulipanda hadi 63%.",Disaster/Health
"Overall, the results point to a sharp refugee labor market shock alongside limited absorptive capacity in host labor markets.","Kwa ujumla, matokeo yanaonyesha mshtuko mkali wa soko la ajira la wakimbizi sambamba na uwezo mdogo wa kufyonza katika soko la ajira mwenyeji.",Disaster/Health
Structural barriers further constrain access to work.,Vizuizi vya kimuundo vinazuia zaidi ufikiaji wa kazi.,Disaster/Health
"In the first wave of the survey, less than 1% of refugees held a work permit, underscoring how administrative hurdles and mobility restrictions continue to constrain formal labor‑market entry.","Katika wimbi la kwanza la utafiti, chini ya 1% ya wakimbizi walikuwa na kibali cha kufanya kazi, ikisisitiza jinsi vikwazo vya kiutawala na vizuizi vya uhamaji vinaendelea kuwabana kuingia rasmi kwenye soko la kazi.",Disaster/Health
"Host communities face a parallel challenge: chronically weak labor demand in Turkana and Garissa, compounded by shrinking aid that further contracts service‑oriented camp economies.","Jumuiya mwenyeji zinakabiliwa na changamoto sambamba: mahitaji dhaifu ya wafanyikazi huko Turkana na Garissa, yakichangiwa na kupungua kwa misaada ambayo inaweka kandarasi zaidi uchumi wa kambi unaozingatia huduma.",Disaster/Health
"Low female labor participation in camps reflects the intersection of care responsibilities, limited mobility, and weak job availability; host‑community women in lagging regions face similar barriers.","Ushiriki mdogo wa kazi ya wanawake katika kambi huonyesha makutano ya majukumu ya utunzaji, uhamaji mdogo, na upatikanaji dhaifu wa kazi; wanawake wa jamii-wageni katika maeneo yaliyochelewa wanakabiliwa na vikwazo sawa.",Disaster/Health
"Without deliberate investments in childcare, skills, and safe work opportunities, women risk exclusion from the gains of integration.","Bila uwekezaji wa kimakusudi katika malezi ya watoto, ujuzi, na fursa salama za kazi, wanawake wanahatarisha kutengwa kutoka kwa mafanikio ya ujumuishaji.",Disaster/Health
"Food prices also remain a persistent stressor, while excessive rainfall and flooding in 2024 disrupted livelihoods and damaged infrastructure, particularly affecting host communities reliant on agriculture and livestock.","Bei ya vyakula pia inasalia kuwa mkazo unaoendelea, wakati mvua nyingi na mafuriko katika 2024 yalitatiza maisha na miundombinu iliyoharibiwa, haswa kuathiri jamii zinazotegemea kilimo na mifugo.",Disaster/Health
"As incomes fall and food becomes less affordable, households increasingly resort to negative coping strategies, signaling eroding resilience.","Kadiri mapato yanavyopungua na chakula kinapokuwa chini ya bei nafuu, kaya zinazidi kutumia mikakati mibaya ya kukabiliana na hali hiyo, kuashiria kumomonyoka kwa ustahimilivu.",Disaster/Health
"In camp settings, 64% of households reported reducing food consumption and 44% relied on credit to buy food.","Katika mazingira ya kambi, 64% ya kaya ziliripoti kupunguza matumizi ya chakula na 44% zilitegemea mkopo kununua chakula.",Disaster/Health
"Children are bearing the brunt:complementary evidencepoints to worsening nutrition outcomes, and suggest sustained nutritional stress rather than short‑term shocks alone.","Watoto wanabeba mzigo huu:ushahidi wa nyongeza wa matokeo mabaya ya lishe, na kupendekeza dhiki endelevu ya lishe badala ya mishtuko ya muda mfupi pekee.",Health
Gaps in nutrition service coverage further compound these risks.,Mapungufu katika utoaji wa huduma ya lishe huongeza zaidi hatari hizi.,Health
